Iteration,Timestep,StratumIDSource,StateClassIDSource,StratumIDDest,StateClassIDDest,SecondaryStratumID,TertiaryStratumID,TransitionTypeID,Probability,Proportion,AgeMin,AgeMax,AgeRelative,AgeReset,TSTMin,TSTMax,TSTRelative
,,,Shrubland: All,,Forest: Fir/Spruce/Mountain Hemlock Group,,,Reforestation Shrubland: Fir/Spruce/Mountain Hemlock Group,1,,,,,,,,
,,,Shrubland: All,,Forest: Lodgepole Pine Group,,,Reforestation Shrubland: Lodgepole Pine Group,1,,,,,,,,
,,,Shrubland: All,,Forest: Hemlock/Sitka Spruce Group,,,Reforestation Shrubland: Hemlock/Sitka Spruce Group,1,,,,,,,,
,,,Shrubland: All,,Forest: Western Larch Group,,,Reforestation Shrubland: Western Larch Group,1,,,,,,,,
,,,Shrubland: All,,Forest: Redwood Group,,,Reforestation Shrubland: Redwood Group,1,,,,,,,,
,,,Shrubland: All,,Forest: Other Western Softwood Group,,,Reforestation Shrubland: Other Western Softwood Group,1,,,,,,,,
,,,Shrubland: All,,Forest: California Mixed Conifer Group,,,Reforestation Shrubland: California Mixed Conifer Group,1,,,,,,,,
,,,Shrubland: All,,Forest: Exotic Softwoods Group,,,Reforestation Shrubland: Exotic Softwoods Group,1,,,,,,,,
,,,Shrubland: All,,Forest: Oak/Pine Group,,,Reforestation Shrubland: Oak/Pine Group,1,,,,,,,,
,,,Shrubland: All,,Forest: Oak/Hickory Group,,,Reforestation Shrubland: Oak/Hickory Group,1,,,,,,,,
,,,Shrubland: All,,Forest: Oak/Gum/Cypress Group,,,Reforestation Shrubland: Oak/Gum/Cypress Group,1,,,,,,,,
,,,Shrubland: All,,Forest: Elm/Ash/Cottonwood Group,,,Reforestation Shrubland: Elm/Ash/Cottonwood Group,1,,,,,,,,
,,,Shrubland: All,,Forest: Maple/Beech/Birch Group,,,Reforestation Shrubland: Maple/Beech/Birch Group,1,,,,,,,,
,,,Shrubland: All,,Forest: Aspen/Birch Group,,,Reforestation Shrubland: Aspen/Birch Group,1,,,,,,,,
,,,Shrubland: All,,Forest: Alder/Maple Group,,,Reforestation Shrubland: Alder/Maple Group,1,,,,,,,,
,,,Shrubland: All,,Forest: Western Oak Group,,,Reforestation Shrubland: Western Oak Group,1,,,,,,,,
,,,Shrubland: All,,Forest: Tanoak/Laurel Group,,,Reforestation Shrubland: Tanoak/Laurel Group,1,,,,,,,,
,,,Shrubland: All,,Forest: Other Western Hardwoods Group,,,Reforestation Shrubland: Other Western Hardwoods Group,1,,,,,,,,
,,,Shrubland: All,,Forest: Tropical Hardwoods Group,,,Reforestation Shrubland: Tropical Hardwoods Group,1,,,,,,,,
,,,Shrubland: All,,Forest: Exotic Hardwoods Group,,,Reforestation Shrubland: Exotic Hardwoods Group,1,,,,,,,,
