EcoBoundaryID,AdminBoundaryID,SpeciesTypeID,StratumID,SecondaryStratumID,StateClassID,AverageTemperature
Atlantic Maritime,Quebec,Pine - Genus type,Southern Coastal Plain,South Carolina,Forest: Loblolly/Shortleaf Pine Group,18.88443148
Mixedwood Plains,Ontario,Pine - Genus type,Southeastern Plains,Tennessee,Forest: Loblolly/Shortleaf Pine Group,15.40480061
Mixedwood Plains,Ontario,Pine - Genus type,Blue Ridge,Tennessee,Forest: Loblolly/Shortleaf Pine Group,14.2894583
Mixedwood Plains,Ontario,Pine - Genus type,Ridge and Valley,Tennessee,Forest: Loblolly/Shortleaf Pine Group,14.68586585
Mixedwood Plains,Ontario,Pine - Genus type,Southwestern Appalachians,Tennessee,Forest: Loblolly/Shortleaf Pine Group,14.16606265
Mixedwood Plains,Ontario,Pine - Genus type,Interior Plateau,Tennessee,Forest: Loblolly/Shortleaf Pine Group,14.6117985
Mixedwood Plains,Ontario,Pine - Genus type,Mississippi Valley Loess Plains,Tennessee,Forest: Loblolly/Shortleaf Pine Group,15.34584673
Mixedwood Plains,Alberta,Pine - Genus type,Southwestern Tablelands,Texas,Forest: Loblolly/Shortleaf Pine Group,18.0130762
Mixedwood Plains,Alberta,Pine - Genus type,Central Great Plains,Texas,Forest: Loblolly/Shortleaf Pine Group,18.16770641
Mixedwood Plains,Alberta,Pine - Genus type,Cross Timbers,Texas,Forest: Loblolly/Shortleaf Pine Group,18.46539836
Mixedwood Plains,Alberta,Pine - Genus type,Edwards Plateau,Texas,Forest: Loblolly/Shortleaf Pine Group,19.03367048
Mixedwood Plains,Alberta,Pine - Genus type,Southern Texas Plains,Texas,Forest: Loblolly/Shortleaf Pine Group,20.6585881
Mixedwood Plains,Alberta,Pine - Genus type,Texas Blackland Prairies,Texas,Forest: Loblolly/Shortleaf Pine Group,20.23698714
Mixedwood Plains,Alberta,Pine - Genus type,East Central Texas Plains,Texas,Forest: Loblolly/Shortleaf Pine Group,19.82783276
Mixedwood Plains,Alberta,Pine - Genus type,Western Gulf Coastal Plain,Texas,Forest: Loblolly/Shortleaf Pine Group,21.0404209
Mixedwood Plains,Alberta,Pine - Genus type,South Central Plains,Texas,Forest: Loblolly/Shortleaf Pine Group,19.09073038
Mixedwood Plains,Ontario,Pine - Genus type,Piedmont,Virginia,Forest: Loblolly/Shortleaf Pine Group,13.99776547
Atlantic Maritime,Quebec,Pine - Genus type,Middle Atlantic Coastal Plain,Virginia,Forest: Loblolly/Shortleaf Pine Group,15.25113463
Mixedwood Plains,Ontario,Pine - Genus type,Northern Piedmont,Virginia,Forest: Loblolly/Shortleaf Pine Group,13.24830957
Mixedwood Plains,Ontario,Pine - Genus type,Southeastern Plains,Virginia,Forest: Loblolly/Shortleaf Pine Group,14.87627575
Mixedwood Plains,Ontario,Pine - Genus type,Blue Ridge,Virginia,Forest: Loblolly/Shortleaf Pine Group,11.73977191
Mixedwood Plains,Ontario,Pine - Genus type,Ridge and Valley,Virginia,Forest: Loblolly/Shortleaf Pine Group,12.859617
Mixedwood Plains,Ontario,Pine - Genus type,Central Appalachians,Virginia,Forest: Loblolly/Shortleaf Pine Group,11.72335228
Mixedwood Plains,Ontario,Pine - Genus type,Ridge and Valley,West Virginia,Forest: Loblolly/Shortleaf Pine Group,11.95384428
Mixedwood Plains,Ontario,Pine - Genus type,Central Appalachians,West Virginia,Forest: Loblolly/Shortleaf Pine Group,11.62398679
Mixedwood Plains,Ontario,Pine - Genus type,Western Allegheny Plateau,West Virginia,Forest: Loblolly/Shortleaf Pine Group,11.66799067
Mixedwood Plains,Ontario,Other softwood,Southeastern Plains,Alabama,Forest: Pinyon/Juniper Group,17.76630326
Montane Cordillera,Ontario,Other softwood,Mojave Basin and Range,Arizona,Forest: Pinyon/Juniper Group,12.49031093
Montane Cordillera,Ontario,Other softwood,Colorado Plateaus,Arizona,Forest: Pinyon/Juniper Group,11.38633592
Montane Cordillera,Ontario,Other softwood,Arizona/New Mexico Plateau,Arizona,Forest: Pinyon/Juniper Group,10.63296182
Montane Cordillera,Ontario,Other softwood,Arizona/New Mexico Mountains,Arizona,Forest: Pinyon/Juniper Group,10.77937214
Montane Cordillera,Ontario,Other softwood,Madrean Archipelago,Arizona,Forest: Pinyon/Juniper Group,13.58062208
Mixedwood Plains,Ontario,Other softwood,South Central Plains,Arkansas,Forest: Pinyon/Juniper Group,16.80745505
Mixedwood Plains,Ontario,Other softwood,Ouachita Mountains,Arkansas,Forest: Pinyon/Juniper Group,15.91646519
Mixedwood Plains,Ontario,Other softwood,Arkansas Valley,Arkansas,Forest: Pinyon/Juniper Group,15.57017556
Montane Cordillera,Ontario,Other softwood,Boston Mountains,Arkansas,Forest: Pinyon/Juniper Group,14.62608176
Montane Cordillera,Ontario,Other softwood,Ozark Highlands,Arkansas,Forest: Pinyon/Juniper Group,14.45171368
Pacific Maritime,British Columbia,Other softwood,Cascades,California,Forest: Pinyon/Juniper Group,8.565953774
Pacific Maritime,British Columbia,Other softwood,Sierra Nevada,California,Forest: Pinyon/Juniper Group,8.076711291
Pacific Maritime,British Columbia,Other softwood,Southern California Mountains,California,Forest: Pinyon/Juniper Group,11.35269769
Pacific Maritime,British Columbia,Other softwood,Eastern Cascades Slopes and Foothills,California,Forest: Pinyon/Juniper Group,8.092089178
Montane Cordillera,British Columbia,Other softwood,Central Basin and Range,California,Forest: Pinyon/Juniper Group,7.237883976
Montane Cordillera,British Columbia,Other softwood,Mojave Basin and Range,California,Forest: Pinyon/Juniper Group,11.4980063
Pacific Maritime,British Columbia,Other softwood,Klamath Mountains/California High North Coast Range,California,Forest: Pinyon/Juniper Group,10.40208577
Montane Cordillera,British Columbia,Other softwood,Northern Basin and Range,California,Forest: Pinyon/Juniper Group,6.937665692
Montane Cordillera,British Columbia,Other softwood,Sonoran Basin and Range,California,Forest: Pinyon/Juniper Group,14.02403386
Montane Cordillera,Alberta,Other softwood,Wyoming Basin,Colorado,Forest: Pinyon/Juniper Group,7.062382169
Montane Cordillera,Alberta,Other softwood,Colorado Plateaus,Colorado,Forest: Pinyon/Juniper Group,8.584790311
Montane Cordillera,Alberta,Other softwood,Southern Rockies,Colorado,Forest: Pinyon/Juniper Group,7.01627738
Montane Cordillera,Alberta,Other softwood,Arizona/New Mexico Plateau,Colorado,Forest: Pinyon/Juniper Group,5.911111498
Mixedwood Plains,Alberta,Other softwood,High Plains,Colorado,Forest: Pinyon/Juniper Group,10.43191972
Mixedwood Plains,Alberta,Other softwood,Southwestern Tablelands,Colorado,Forest: Pinyon/Juniper Group,10.99318303
Atlantic Maritime,Quebec,Other softwood,Northeastern Coastal Zone,Connecticut,Forest: Pinyon/Juniper Group,10.50347764
Montane Cordillera,British Columbia,Other softwood,Blue Mountains,Idaho,Forest: Pinyon/Juniper Group,8.08453739
Montane Cordillera,British Columbia,Other softwood,Snake River Plain,Idaho,Forest: Pinyon/Juniper Group,5.261790026
Montane Cordillera,British Columbia,Other softwood,Central Basin and Range,Idaho,Forest: Pinyon/Juniper Group,7.954626945
Montane Cordillera,British Columbia,Other softwood,Idaho Batholith,Idaho,Forest: Pinyon/Juniper Group,5.895215373
Montane Cordillera,British Columbia,Other softwood,Middle Rockies,Idaho,Forest: Pinyon/Juniper Group,5.949329298
Montane Cordillera,British Columbia,Other softwood,Wyoming Basin,Idaho,Forest: Pinyon/Juniper Group,4.280267729
Montane Cordillera,British Columbia,Other softwood,Wasatch and Uinta Mountains,Idaho,Forest: Pinyon/Juniper Group,6.441846307
Montane Cordillera,British Columbia,Other softwood,Northern Basin and Range,Idaho,Forest: Pinyon/Juniper Group,7.059415813
Mixedwood Plains,Ontario,Other softwood,Driftless Area,Illinois,Forest: Pinyon/Juniper Group,8.975303246
Mixedwood Plains,Ontario,Other softwood,Interior Plateau,Illinois,Forest: Pinyon/Juniper Group,13.91381329
Mixedwood Plains,Ontario,Other softwood,Interior Plateau,Indiana,Forest: Pinyon/Juniper Group,12.50230511
Mixedwood Plains,Ontario,Other softwood,Central Irregular Plains,Iowa,Forest: Pinyon/Juniper Group,10.33490091
Mixedwood Plains,Ontario,Other softwood,Western Corn Belt Plains,Iowa,Forest: Pinyon/Juniper Group,10.12567804
Mixedwood Plains,Alberta,Other softwood,Southwestern Tablelands,Kansas,Forest: Pinyon/Juniper Group,14.22181705
Mixedwood Plains,Alberta,Other softwood,Central Great Plains,Kansas,Forest: Pinyon/Juniper Group,13.12775116
Mixedwood Plains,Alberta,Other softwood,Flint Hills,Kansas,Forest: Pinyon/Juniper Group,13.1858517
Mixedwood Plains,Alberta,Other softwood,Cross Timbers,Kansas,Forest: Pinyon/Juniper Group,14.04666505
Mixedwood Plains,Alberta,Other softwood,Central Irregular Plains,Kansas,Forest: Pinyon/Juniper Group,12.91235881
Mixedwood Plains,Alberta,Other softwood,Western Corn Belt Plains,Kansas,Forest: Pinyon/Juniper Group,12.6562556
Mixedwood Plains,Ontario,Other softwood,Interior Plateau,Kentucky,Forest: Pinyon/Juniper Group,12.71305433
Mixedwood Plains,Quebec,Other softwood,Northern Piedmont,Maryland,Forest: Pinyon/Juniper Group,11.97858602
Atlantic Maritime,Quebec,Other softwood,Northeastern Coastal Zone,Massachusetts,Forest: Pinyon/Juniper Group,10.70575602
Mixedwood Plains,Ontario,Other softwood,Western Corn Belt Plains,Minnesota,Forest: Pinyon/Juniper Group,7.4659645
Mixedwood Plains,Ontario,Other softwood,North Central Hardwood Forests,Minnesota,Forest: Pinyon/Juniper Group,6.875948061
Mixedwood Plains,Ontario,Other softwood,Southeastern Plains,Mississippi,Forest: Pinyon/Juniper Group,16.81552341
Montane Cordillera,Ontario,Other softwood,Ozark Highlands,Missouri,Forest: Pinyon/Juniper Group,13.57001412
Mixedwood Plains,Ontario,Other softwood,Central Irregular Plains,Missouri,Forest: Pinyon/Juniper Group,11.92542875
Mixedwood Plains,Ontario,Other softwood,Western Corn Belt Plains,Missouri,Forest: Pinyon/Juniper Group,10.65908612
Mixedwood Plains,Ontario,Other softwood,Interior River Valleys and Hills,Missouri,Forest: Pinyon/Juniper Group,12.7677384
Montane Cordillera,Alberta,Other softwood,Middle Rockies,Montana,Forest: Pinyon/Juniper Group,6.458114958
Mixedwood Plains,Alberta,Other softwood,Northwestern Great Plains,Montana,Forest: Pinyon/Juniper Group,7.402999614
Mixedwood Plains,Alberta,Other softwood,High Plains,Nebraska,Forest: Pinyon/Juniper Group,8.781111126
Mixedwood Plains,Alberta,Other softwood,Central Great Plains,Nebraska,Forest: Pinyon/Juniper Group,9.573213121
Mixedwood Plains,Alberta,Other softwood,Northwestern Glaciated Plains,Nebraska,Forest: Pinyon/Juniper Group,9.413974649
Mixedwood Plains,Alberta,Other softwood,Northwestern Great Plains,Nebraska,Forest: Pinyon/Juniper Group,9.161352707
Mixedwood Plains,Alberta,Other softwood,Nebraska Sand Hills,Nebraska,Forest: Pinyon/Juniper Group,9.244952211
Mixedwood Plains,Alberta,Other softwood,Western Corn Belt Plains,Nebraska,Forest: Pinyon/Juniper Group,9.603817919
Pacific Maritime,British Columbia,Other softwood,Sierra Nevada,Nevada,Forest: Pinyon/Juniper Group,6.571024428
Montane Cordillera,British Columbia,Other softwood,Central Basin and Range,Nevada,Forest: Pinyon/Juniper Group,8.010508687
Montane Cordillera,British Columbia,Other softwood,Mojave Basin and Range,Nevada,Forest: Pinyon/Juniper Group,10.19934831
Montane Cordillera,British Columbia,Other softwood,Arizona/New Mexico Plateau,Nevada,Forest: Pinyon/Juniper Group,13.11380275
Montane Cordillera,British Columbia,Other softwood,Northern Basin and Range,Nevada,Forest: Pinyon/Juniper Group,7.137874259
Mixedwood Plains,Quebec,Other softwood,Northeastern Highlands,New Jersey,Forest: Pinyon/Juniper Group,10.25202234
Mixedwood Plains,Quebec,Other softwood,Northern Piedmont,New Jersey,Forest: Pinyon/Juniper Group,11.3148535
Atlantic Maritime,Quebec,Other softwood,Atlantic Coastal Pine Barrens,New Jersey,Forest: Pinyon/Juniper Group,11.97163662
Montane Cordillera,Alberta,Other softwood,Colorado Plateaus,New Mexico,Forest: Pinyon/Juniper Group,9.513268847
Montane Cordillera,Alberta,Other softwood,Southern Rockies,New Mexico,Forest: Pinyon/Juniper Group,8.430841654
Montane Cordillera,Alberta,Other softwood,Arizona/New Mexico Plateau,New Mexico,Forest: Pinyon/Juniper Group,9.105846635
Montane Cordillera,Alberta,Other softwood,Arizona/New Mexico Mountains,New Mexico,Forest: Pinyon/Juniper Group,10.33251909
Montane Cordillera,Alberta,Other softwood,Chihuahuan Deserts,New Mexico,Forest: Pinyon/Juniper Group,13.40209335
Mixedwood Plains,Alberta,Other softwood,High Plains,New Mexico,Forest: Pinyon/Juniper Group,12.09087321
Mixedwood Plains,Alberta,Other softwood,Southwestern Tablelands,New Mexico,Forest: Pinyon/Juniper Group,11.23255126
Montane Cordillera,Alberta,Other softwood,Madrean Archipelago,New Mexico,Forest: Pinyon/Juniper Group,13.65062309
Mixedwood Plains,Quebec,Other softwood,Eastern Great Lakes Lowlands,New York,Forest: Pinyon/Juniper Group,7.653061153
Atlantic Maritime,Quebec,Other softwood,Atlantic Coastal Pine Barrens,New York,Forest: Pinyon/Juniper Group,11.30055809
Mixedwood Plains,Ontario,Other softwood,Piedmont,North Carolina,Forest: Pinyon/Juniper Group,16.36852214
Mixedwood Plains,Alberta,Other softwood,Northwestern Great Plains,North Dakota,Forest: Pinyon/Juniper Group,5.620541398
Mixedwood Plains,Ontario,Other softwood,Eastern Corn Belt Plains,Ohio,Forest: Pinyon/Juniper Group,11.7820694
Mixedwood Plains,Ontario,Other softwood,Interior Plateau,Ohio,Forest: Pinyon/Juniper Group,11.88331936
Mixedwood Plains,Alberta,Other softwood,Southwestern Tablelands,Oklahoma,Forest: Pinyon/Juniper Group,14.68286291
Mixedwood Plains,Alberta,Other softwood,Central Great Plains,Oklahoma,Forest: Pinyon/Juniper Group,15.21468579
Mixedwood Plains,Alberta,Other softwood,Cross Timbers,Oklahoma,Forest: Pinyon/Juniper Group,15.73431204
Mixedwood Plains,Alberta,Other softwood,Ouachita Mountains,Oklahoma,Forest: Pinyon/Juniper Group,16.6400193
Pacific Maritime,British Columbia,Other softwood,Eastern Cascades Slopes and Foothills,Oregon,Forest: Pinyon/Juniper Group,7.75065206
Montane Cordillera,British Columbia,Other softwood,Columbia Plateau,Oregon,Forest: Pinyon/Juniper Group,7.441051124
Montane Cordillera,British Columbia,Other softwood,Blue Mountains,Oregon,Forest: Pinyon/Juniper Group,7.498212708
Montane Cordillera,British Columbia,Other softwood,Northern Basin and Range,Oregon,Forest: Pinyon/Juniper Group,7.164313594
Mixedwood Plains,Ontario,Other softwood,Northeastern Highlands,Pennsylvania,Forest: Pinyon/Juniper Group,10.78074641
Mixedwood Plains,Ontario,Other softwood,Northern Piedmont,Pennsylvania,Forest: Pinyon/Juniper Group,11.65001237
Mixedwood Plains,Ontario,Other softwood,Ridge and Valley,Pennsylvania,Forest: Pinyon/Juniper Group,11.00626239
Mixedwood Plains,Ontario,Other softwood,Piedmont,South Carolina,Forest: Pinyon/Juniper Group,16.46622546
Mixedwood Plains,Ontario,Other softwood,Southeastern Plains,South Carolina,Forest: Pinyon/Juniper Group,16.73359813
Mixedwood Plains,Alberta,Other softwood,Northwestern Glaciated Plains,South Dakota,Forest: Pinyon/Juniper Group,9.026529585
Mixedwood Plains,Alberta,Other softwood,Northwestern Great Plains,South Dakota,Forest: Pinyon/Juniper Group,8.499585327
Mixedwood Plains,Ontario,Other softwood,Ridge and Valley,Tennessee,Forest: Pinyon/Juniper Group,13.81679666
Mixedwood Plains,Ontario,Other softwood,Interior Plateau,Tennessee,Forest: Pinyon/Juniper Group,14.63757288
Montane Cordillera,Alberta,Other softwood,Arizona/New Mexico Mountains,Texas,Forest: Pinyon/Juniper Group,12.40851329
Montane Cordillera,Alberta,Other softwood,Chihuahuan Deserts,Texas,Forest: Pinyon/Juniper Group,14.87262832
Mixedwood Plains,Alberta,Other softwood,High Plains,Texas,Forest: Pinyon/Juniper Group,14.97111496
Mixedwood Plains,Alberta,Other softwood,Southwestern Tablelands,Texas,Forest: Pinyon/Juniper Group,15.4908573
Mixedwood Plains,Alberta,Other softwood,Central Great Plains,Texas,Forest: Pinyon/Juniper Group,16.53333973
Mixedwood Plains,Alberta,Other softwood,East Central Texas Plains,Texas,Forest: Pinyon/Juniper Group,17.8178961
Mixedwood Plains,Alberta,Other softwood,South Central Plains,Texas,Forest: Pinyon/Juniper Group,17.68428143
Montane Cordillera,British Columbia,Other softwood,Central Basin and Range,Utah,Forest: Pinyon/Juniper Group,9.346207027
Montane Cordillera,British Columbia,Other softwood,Mojave Basin and Range,Utah,Forest: Pinyon/Juniper Group,13.65261088
Montane Cordillera,British Columbia,Other softwood,Wyoming Basin,Utah,Forest: Pinyon/Juniper Group,6.249394656
Montane Cordillera,British Columbia,Other softwood,Wasatch and Uinta Mountains,Utah,Forest: Pinyon/Juniper Group,7.137676992
Montane Cordillera,British Columbia,Other softwood,Colorado Plateaus,Utah,Forest: Pinyon/Juniper Group,8.776407328
Montane Cordillera,British Columbia,Other softwood,Southern Rockies,Utah,Forest: Pinyon/Juniper Group,7.89420124
Montane Cordillera,British Columbia,Other softwood,Northern Basin and Range,Utah,Forest: Pinyon/Juniper Group,6.983873517
Mixedwood Plains,Ontario,Other softwood,Ridge and Valley,Virginia,Forest: Pinyon/Juniper Group,11.63831863
Mixedwood Plains,Ontario,Other softwood,North Central Hardwood Forests,Wisconsin,Forest: Pinyon/Juniper Group,7.377024602
Mixedwood Plains,Ontario,Other softwood,Driftless Area,Wisconsin,Forest: Pinyon/Juniper Group,8.382324493
Montane Cordillera,Alberta,Other softwood,Middle Rockies,Wyoming,Forest: Pinyon/Juniper Group,4.54976139
Montane Cordillera,Alberta,Other softwood,Wyoming Basin,Wyoming,Forest: Pinyon/Juniper Group,5.944771136
Montane Cordillera,Alberta,Other softwood,Wasatch and Uinta Mountains,Wyoming,Forest: Pinyon/Juniper Group,3.650409683
Montane Cordillera,Alberta,Other softwood,Southern Rockies,Wyoming,Forest: Pinyon/Juniper Group,4.442465271
Mixedwood Plains,Alberta,Other softwood,High Plains,Wyoming,Forest: Pinyon/Juniper Group,8.306728899
Mixedwood Plains,Alberta,Other softwood,Northwestern Great Plains,Wyoming,Forest: Pinyon/Juniper Group,7.153999568
Montane Cordillera,Ontario,Dougles-fir - Genus type,Arizona/New Mexico Mountains,Arizona,Forest: Douglas-fir Group,6.887628066
Montane Cordillera,Ontario,Dougles-fir - Genus type,Madrean Archipelago,Arizona,Forest: Douglas-fir Group,10.02006461
Pacific Maritime,British Columbia,Dougles-fir - Genus type,Coast Range,California,Forest: Douglas-fir Group,12.89353729
Pacific Maritime,British Columbia,Dougles-fir - Genus type,Cascades,California,Forest: Douglas-fir Group,9.583127931
Pacific Maritime,British Columbia,Dougles-fir - Genus type,Central California Foothills and Coastal Mountains,California,Forest: Douglas-fir Group,14.7464332
Pacific Maritime,British Columbia,Dougles-fir - Genus type,Eastern Cascades Slopes and Foothills,California,Forest: Douglas-fir Group,9.234809709
Pacific Maritime,British Columbia,Dougles-fir - Genus type,Klamath Mountains/California High North Coast Range,California,Forest: Douglas-fir Group,12.06413016
Montane Cordillera,Alberta,Dougles-fir - Genus type,Wyoming Basin,Colorado,Forest: Douglas-fir Group,4.108026153
Montane Cordillera,Alberta,Dougles-fir - Genus type,Colorado Plateaus,Colorado,Forest: Douglas-fir Group,6.836268853
Montane Cordillera,Alberta,Dougles-fir - Genus type,Southern Rockies,Colorado,Forest: Douglas-fir Group,4.495052385
Montane Cordillera,Alberta,Dougles-fir - Genus type,Arizona/New Mexico Plateau,Colorado,Forest: Douglas-fir Group,4.25048201
Montane Cordillera,British Columbia,Dougles-fir - Genus type,Columbia Plateau,Idaho,Forest: Douglas-fir Group,8.201837669
Montane Cordillera,British Columbia,Dougles-fir - Genus type,Blue Mountains,Idaho,Forest: Douglas-fir Group,6.670538499
Montane Cordillera,British Columbia,Dougles-fir - Genus type,Snake River Plain,Idaho,Forest: Douglas-fir Group,5.794640006
Montane Cordillera,British Columbia,Dougles-fir - Genus type,Central Basin and Range,Idaho,Forest: Douglas-fir Group,6.915095816
Montane Cordillera,British Columbia,Dougles-fir - Genus type,Northern Rockies,Idaho,Forest: Douglas-fir Group,6.794083215
Montane Cordillera,British Columbia,Dougles-fir - Genus type,Idaho Batholith,Idaho,Forest: Douglas-fir Group,4.512883496
Montane Cordillera,British Columbia,Dougles-fir - Genus type,Middle Rockies,Idaho,Forest: Douglas-fir Group,3.441937946
Montane Cordillera,British Columbia,Dougles-fir - Genus type,Wyoming Basin,Idaho,Forest: Douglas-fir Group,3.843088588
Montane Cordillera,British Columbia,Dougles-fir - Genus type,Wasatch and Uinta Mountains,Idaho,Forest: Douglas-fir Group,4.483758482
Montane Cordillera,British Columbia,Dougles-fir - Genus type,Northern Basin and Range,Idaho,Forest: Douglas-fir Group,6.254262858
Montane Cordillera,Alberta,Dougles-fir - Genus type,Northern Rockies,Montana,Forest: Douglas-fir Group,5.652560983
