StratumID,DistributionTypeID,ExternalVariableTypeID,ExternalVariableMin,ExternalVariableMax,Value
Southern Coastal Plain,Fire,Fire,2019,2019,17100
Southern Florida Coastal Plain,Fire,Fire,2019,2019,5700
North Cascades,Fire,Fire,2019,2019,0
Klamath Mountains/California High North Coast Range,Fire,Fire,2019,2019,11100
Madrean Archipelago,Fire,Fire,2019,2019,17200
Northern Basin and Range,Fire,Fire,2019,2019,66700
Sonoran Basin and Range,Fire,Fire,2019,2019,32800
Acadian Plains and Hills,Fire,Fire,2019,2019,0
Eastern Great Lakes Lowlands,Fire,Fire,2019,2019,0
Atlantic Coastal Pine Barrens,Fire,Fire,2019,2019,0
Southern California/Northern Baja Coast,Fire,Fire,2019,2019,11900
Coast Range,Fire,Fire,2020,2020,48000
Puget Lowland,Fire,Fire,2020,2020,0
Willamette Valley,Fire,Fire,2020,2020,2600
Cascades,Fire,Fire,2020,2020,329600
Sierra Nevada,Fire,Fire,2020,2020,277500
Central California Foothills and Coastal Mountains,Fire,Fire,2020,2020,487500
Central California Valley,Fire,Fire,2020,2020,0
Southern California Mountains,Fire,Fire,2020,2020,52100
Eastern Cascades Slopes and Foothills,Fire,Fire,2020,2020,103400
Columbia Plateau,Fire,Fire,2020,2020,275400
Blue Mountains,Fire,Fire,2020,2020,39400
Snake River Plain,Fire,Fire,2020,2020,17900
Central Basin and Range,Fire,Fire,2020,2020,131500
Mojave Basin and Range,Fire,Fire,2020,2020,65400
Northern Rockies,Fire,Fire,2020,2020,25500
Idaho Batholith,Fire,Fire,2020,2020,12300
Middle Rockies,Fire,Fire,2020,2020,14700
Wyoming Basin,Fire,Fire,2020,2020,10900
Wasatch and Uinta Mountains,Fire,Fire,2020,2020,21800
Colorado Plateaus,Fire,Fire,2020,2020,69900
Southern Rockies,Fire,Fire,2020,2020,62800
Arizona/New Mexico Plateau,Fire,Fire,2020,2020,13900
Arizona/New Mexico Mountains,Fire,Fire,2020,2020,226300
Chihuahuan Deserts,Fire,Fire,2020,2020,0
High Plains,Fire,Fire,2020,2020,0
Southwestern Tablelands,Fire,Fire,2020,2020,1700
Central Great Plains,Fire,Fire,2020,2020,0
Flint Hills,Fire,Fire,2020,2020,0
Cross Timbers,Fire,Fire,2020,2020,0
Edwards Plateau,Fire,Fire,2020,2020,0
Southern Texas Plains,Fire,Fire,2020,2020,0
Texas Blackland Prairies,Fire,Fire,2020,2020,0
East Central Texas Plains,Fire,Fire,2020,2020,0
Western Gulf Coastal Plain,Fire,Fire,2020,2020,0
South Central Plains,Fire,Fire,2020,2020,0
Ouachita Mountains,Fire,Fire,2020,2020,0
Arkansas Valley,Fire,Fire,2020,2020,0
Boston Mountains,Fire,Fire,2020,2020,0
Ozark Highlands,Fire,Fire,2020,2020,0
Central Irregular Plains,Fire,Fire,2020,2020,0
Canadian Rockies,Fire,Fire,2020,2020,1300
Northwestern Glaciated Plains,Fire,Fire,2020,2020,0
Northwestern Great Plains,Fire,Fire,2020,2020,49400
Nebraska Sand Hills,Fire,Fire,2020,2020,0
Piedmont,Fire,Fire,2020,2020,0
Northern Glaciated Plains,Fire,Fire,2020,2020,0
Western Corn Belt Plains,Fire,Fire,2020,2020,0
Lake Agassiz Plain,Fire,Fire,2020,2020,0
Northern Minnesota Wetlands,Fire,Fire,2020,2020,0
Northern Lakes and Forests,Fire,Fire,2020,2020,0
North Central Hardwood Forests,Fire,Fire,2020,2020,0
Driftless Area,Fire,Fire,2020,2020,0
Southeastern Wisconsin Till Plains,Fire,Fire,2020,2020,0
Central Corn Belt Plains,Fire,Fire,2020,2020,0
Eastern Corn Belt Plains,Fire,Fire,2020,2020,0
Southern Michigan/Northern Indiana Drift Plains,Fire,Fire,2020,2020,0
Huron/Erie Lake Plains,Fire,Fire,2020,2020,0
Northeastern Highlands,Fire,Fire,2020,2020,0
Northeastern Coastal Zone,Fire,Fire,2020,2020,0
Northern Allegheny Plateau,Fire,Fire,2020,2020,0
Erie Drift Plain,Fire,Fire,2020,2020,0
North Central Appalachians,Fire,Fire,2020,2020,0
Middle Atlantic Coastal Plain,Fire,Fire,2020,2020,0
Northern Piedmont,Fire,Fire,2020,2020,0
Southeastern Plains,Fire,Fire,2020,2020,0
Blue Ridge,Fire,Fire,2020,2020,0
Ridge and Valley,Fire,Fire,2020,2020,0
Southwestern Appalachians,Fire,Fire,2020,2020,0
Central Appalachians,Fire,Fire,2020,2020,0
Western Allegheny Plateau,Fire,Fire,2020,2020,0
Interior Plateau,Fire,Fire,2020,2020,0
Interior River Valleys and Hills,Fire,Fire,2020,2020,0
Mississippi Alluvial Plain,Fire,Fire,2020,2020,0
Mississippi Valley Loess Plains,Fire,Fire,2020,2020,0
Southern Coastal Plain,Fire,Fire,2020,2020,0
Southern Florida Coastal Plain,Fire,Fire,2020,2020,23800
North Cascades,Fire,Fire,2020,2020,10300
Klamath Mountains/California High North Coast Range,Fire,Fire,2020,2020,397700
Madrean Archipelago,Fire,Fire,2020,2020,81400
Northern Basin and Range,Fire,Fire,2020,2020,71100
Sonoran Basin and Range,Fire,Fire,2020,2020,66900
Acadian Plains and Hills,Fire,Fire,2020,2020,0
Eastern Great Lakes Lowlands,Fire,Fire,2020,2020,0
Atlantic Coastal Pine Barrens,Fire,Fire,2020,2020,0
Southern California/Northern Baja Coast,Fire,Fire,2020,2020,8600
