Timestep,StratumID,TransitionGroupID,MaximumArea,RelativeAmount
2021,North Cascades,Fire,1000,0.1388888888888889
2021,North Cascades,Fire,2000,0.1349206349206349
2021,North Cascades,Fire,5000,0.10317460317460317
2021,North Cascades,Fire,10000,0.051587301587301584
2021,North Cascades,Fire,20000,0.027777777777777776
2021,North Cascades,Fire,50000,0.031746031746031744
2021,North Cascades,Fire,100000,0.011904761904761904
2021,Klamath Mountains/California High North Coast Range,Fire,200,0.2389937106918239
2021,Klamath Mountains/California High North Coast Range,Fire,500,0.2468553459119497
2021,Klamath Mountains/California High North Coast Range,Fire,1000,0.16666666666666666
2021,Klamath Mountains/California High North Coast Range,Fire,2000,0.10534591194968554
2021,Klamath Mountains/California High North Coast Range,Fire,5000,0.1179245283018868
2021,Klamath Mountains/California High North Coast Range,Fire,10000,0.059748427672955975
2021,Klamath Mountains/California High North Coast Range,Fire,20000,0.036163522012578615
2021,Klamath Mountains/California High North Coast Range,Fire,50000,0.0220125786163522
2021,Klamath Mountains/California High North Coast Range,Fire,100000,0.0047169811320754715
2021,Klamath Mountains/California High North Coast Range,Fire,500000,0.0015723270440251573
2021,Madrean Archipelago,Fire,200,0.24404761904761904
2021,Madrean Archipelago,Fire,500,0.27380952380952384
2021,Madrean Archipelago,Fire,1000,0.1488095238095238
2021,Madrean Archipelago,Fire,2000,0.12202380952380952
2021,Madrean Archipelago,Fire,5000,0.11011904761904762
2021,Madrean Archipelago,Fire,10000,0.047619047619047616
2021,Madrean Archipelago,Fire,20000,0.03571428571428571
2021,Madrean Archipelago,Fire,50000,0.011904761904761904
2021,Madrean Archipelago,Fire,100000,0.005952380952380952
2021,Northern Basin and Range,Fire,200,0.21428571428571427
2021,Northern Basin and Range,Fire,500,0.26326530612244897
2021,Northern Basin and Range,Fire,1000,0.15714285714285714
2021,Northern Basin and Range,Fire,2000,0.13741496598639455
2021,Northern Basin and Range,Fire,5000,0.12653061224489795
2021,Northern Basin and Range,Fire,10000,0.05102040816326531
2021,Northern Basin and Range,Fire,20000,0.02585034013605442
2021,Northern Basin and Range,Fire,50000,0.021768707482993196
2021,Northern Basin and Range,Fire,100000,0.0013605442176870747
2021,Northern Basin and Range,Fire,200000,6.802721088435374e-4
2021,Northern Basin and Range,Fire,500000,6.802721088435374e-4
2021,Sonoran Basin and Range,Fire,200,0.4222222222222222
2021,Sonoran Basin and Range,Fire,500,0.28888888888888886
2021,Sonoran Basin and Range,Fire,1000,0.15555555555555556
2021,Sonoran Basin and Range,Fire,2000,0.07777777777777778
2021,Sonoran Basin and Range,Fire,5000,0.05555555555555555
2021,Acadian Plains and Hills,Fire,10000,1
2021,Southern California/Northern Baja Coast,Fire,200,0.3093681917211329
2021,Southern California/Northern Baja Coast,Fire,500,0.30610021786492375
2021,Southern California/Northern Baja Coast,Fire,1000,0.1579520697167756
2021,Southern California/Northern Baja Coast,Fire,2000,0.09368191721132897
2021,Southern California/Northern Baja Coast,Fire,5000,0.07298474945533769
2021,Southern California/Northern Baja Coast,Fire,10000,0.034858387799564274
2021,Southern California/Northern Baja Coast,Fire,20000,0.017429193899782137
2021,Southern California/Northern Baja Coast,Fire,50000,0.007625272331154684
